Species,Common name,Review ID,Zotero ID,Method,Site ID,Longitude,Latitude,Radius,Site Location,Sampling,#IDs,#routes,#conns,Years,Months start,Months end,Months sampled,Activities,Comments,,,
CHMY,Green,VBP7TIFZ_Snoddy_and_Williard_2010_Chmy,VBP7TIFZ,T,A,-77.96,33.9,1,"lower Cape Fear River basin, North Carolina",SATELLITE TAG (ARGOS),10,2,,2007,JUN; AUG; SEP; OCT,JUN; AUG; SEP; OCT; NOV; (UNK),,FEE,,,,
CHMY,Green,VBP7TIFZ_Snoddy_and_Williard_2010_Chmy,VBP7TIFZ,T,B,-77.1,34.63,1,"lower White Oak River near Swansboro, North Carolina",SATELLITE TAG (ARGOS),2,1,,2007,JUN,JUN,,MIG,,,,
CHMY,Green,VBP7TIFZ_Snoddy_and_Williard_2010_Chmy,VBP7TIFZ,T,C,-80.4,32.44,5,"St. Helena Sound, South Carolina",SATELLITE TAG (ARGOS),2,1,,2007,NOV,NOV,,MIG,,,,
CHMY,Green,VMWG3NVP_Cheng_and_Wang_2009_Chmy,VMWG3NVP,T,A,119.494676,23.364661,1,"Wan-an Island, Penghu Archipelago, Taiwan Strait",SATELLITE TAG (ARGOS),7,3,,1996; 1998; 2003; 2004,AUG,AUG,,NES,,,,
CHMY,Green,VMWG3NVP_Cheng_and_Wang_2009_Chmy,VMWG3NVP,T,B,129.637384,32.362998,1,Southwest Japan,SATELLITE TAG (ARGOS),3,1,,1998; 2003,SEP,SEP,,OBS,,,,
CHMY,Green,VMWG3NVP_Cheng_and_Wang_2009_Chmy,VMWG3NVP,T,C,116.783862,20.687842,1,"Dongsha Atoll, Taiwan",SATELLITE TAG (ARGOS),3,1,,1998; 2004,SEP,SEP,,FEE,,,,
CHMY,Green,VMWG3NVP_Cheng_and_Wang_2009_Chmy,VMWG3NVP,T,D,109.953682,20.092842,5,"Hainan Island, China",SATELLITE TAG (ARGOS),3,1,,1996; 2003,SEP,SEP,,OBS,,,,
CHMY,Green,VUBN64UW_Lamont_etal_2015_Chmy,VUBN64UW,T,A,-85.33,29.72,1,"Home range within St. Joseph's Bay, Florida for Turtle CM1",ACOUSTIC/SONIC TAG (TELEMETRY),2,,,2012,SEP,NOV,,FEE,,,,
CHMY,Green,VUBN64UW_Lamont_etal_2015_Chmy,VUBN64UW,T,B,-85.33,29.72,1,"Home range within St. Joseph's Bay, Florida for Turtle CM2",ACOUSTIC/SONIC TAG (TELEMETRY),2,,,2012,SEP,NOV,,FEE,,,,
CHMY,Green,VUBN64UW_Lamont_etal_2015_Chmy,VUBN64UW,T,C,-85.33,29.71,1,"Home range within St. Joseph's Bay, Florida for Turtle CM3",ACOUSTIC/SONIC TAG (TELEMETRY),2,,,2012; 2013,OCT,FEB,,FEE,,,,
CHMY,Green,VUBN64UW_Lamont_etal_2015_Chmy,VUBN64UW,T,D,-85.35,29.71,1,"Home range within St. Joseph's Bay, Florida for Turtle CM4",ACOUSTIC/SONIC TAG (TELEMETRY),2,,,2012; 2013,OCT,FEB,,FEE,,,,
CHMY,Green,VUBN64UW_Lamont_etal_2015_Chmy,VUBN64UW,T,E,-85.33,29.72,1,"Home range within St. Joseph's Bay, Florida for Turtle CM5",ACOUSTIC/SONIC TAG (TELEMETRY),2,,,2012,OCT,OCT,,FEE,,,,
CHMY,Green,VUBN64UW_Lamont_etal_2015_Chmy,VUBN64UW,T,F,-85.32,29.71,1,"Home range within St. Joseph's Bay, Florida for Turtle CM6",ACOUSTIC/SONIC TAG (TELEMETRY),2,,,2012; 2013,OCT,FEB,,FEE,,,,
CHMY,Green,VUBN64UW_Lamont_etal_2015_Chmy,VUBN64UW,T,G,-85.33,29.72,1,"Home range within St. Joseph's Bay, Florida for Turtle CM7",ACOUSTIC/SONIC TAG (TELEMETRY),2,,,2012; 2013,OCT,FEB,,FEE,,,,
CHMY,Green,VUBN64UW_Lamont_etal_2015_Chmy,VUBN64UW,T,H,-85.33,29.71,1,"Home range within St. Joseph's Bay, Florida for Turtle CM8",ACOUSTIC/SONIC TAG (TELEMETRY),2,,,2012; 2013,NOV,FEB,,FEE,,,,
CHMY,Green,WVZHZNDW_Yasuda_and_Arai_2005_Chmy,WVZHZNDW,T,A,98.185281,8.454741,1,"off the coast of Phangnga Province, Thailand",SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),2,1,,2004,JAN,JAN,,OBS,,,,
CHMY,Green,WVZHZNDW_Yasuda_and_Arai_2005_Chmy,WVZHZNDW,T,B,98.181987,8.351405,1,"~(8.29, 19.27)",SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),2,1,,2004,JAN,JAN,,FEE,,,,
CHMY,Green,WXBJ52P2_van_de_Merwe_etal_2009_Chmy,WXBJ52P2,T,A,103.470556,4.538056,1,"Ma'Daerah Turtle Sanctuary, Paka, Terengganu, Peninsular Malaysia (4.538056, 103.470556)",SATELLITE TAG (ARGOS),4,2,,2005,AUG,AUG; SEP,,NES,,,,
CHMY,Green,WXBJ52P2_van_de_Merwe_etal_2009_Chmy,WXBJ52P2,T,B,103.451944,4.590556,1,"YTL Corporation's power station, Paka, Terengganu, Peninsular Malaysia (4.590556, 103.451944)",SATELLITE TAG (ARGOS),2,,,2005,SEP,SEP,,OBS,This location is a cooling tank in the power station in land,,,
CHMY,Green,WXBJ52P2_van_de_Merwe_etal_2009_Chmy,WXBJ52P2,T,C,103.484588,4.544522,1,Internesting area around Ma'Daerah Turtle Sanctuary (female),SATELLITE TAG (ARGOS),2,1,,2005,AUG,SEP,,BRE; NES,,,,
CHMY,Green,WXBJ52P2_van_de_Merwe_etal_2009_Chmy,WXBJ52P2,T,D,103.475284,4.546493,1,Internesting area around Ma'Daerah Turtle Sanctuary (male),SATELLITE TAG (ARGOS),2,1,,2005,SEP,SEP,,BRE,,,,
CHMY,Green,WXBJ52P2_van_de_Merwe_etal_2009_Chmy,WXBJ52P2,T,E,115.684645,5.901409,1,"Sabah, Borneo Malaysia",SATELLITE TAG (ARGOS),2,1,,2005,OCT,OCT,,OBS,,,,
CHMY,Green,WXBJ52P2_van_de_Merwe_etal_2009_Chmy,WXBJ52P2,T,F,106.537063,-5.535901,1,"Thousand Islands, Indonesia",SATELLITE TAG (ARGOS),2,1,,2005,OCT,OCT,,FEE,,,,
CHMY,Green,WXBJ52P2_van_de_Merwe_etal_2009_Chmy,WXBJ52P2,T,G,109.13091,15.372074,1,"Ly Son, Vietnam",SATELLITE TAG (ARGOS),2,1,,2005,SEP,OCT,,FEE,,,,
CHMY,Green,WXBJ52P2_van_de_Merwe_etal_2009_Chmy,WXBJ52P2,T,H,104.336016,2.584661,1,"Pemanggil Island, Malaysia",SATELLITE TAG (ARGOS),2,1,,2005,SEP,OCT,,FEE,,,,
CHMY,Green,XARK6NRE_Shimada_etal_2016_Chmy,XARK6NRE,T,A,153.25,-27.239,1,"Moreton Bay, Australia",Argos,19,,,2008; 2010; 2011; 2013,FEB; APR; MAY; JUN; AUG; SEP; OCT; NOV,(UNK),,FEE,,,,
CHMY,Green,XARK6NRE_Shimada_etal_2016_Chmy,XARK6NRE,T,B,152.905,-25.61,1,"Sandy Strait, Australia",Argos,7,,,2011,JUL; AUG,(UNK),,FEE,,,,
CHMY,Green,XARK6NRE_Shimada_etal_2016_Chmy,XARK6NRE,T,C,150.876,-23.524,1,"Port Curtis, Australia",Argos,19,,,2010; 2013; 2014,MAR; JUL; NOV,(UNK),,FEE,,,,
CHMY,Green,XARK6NRE_Shimada_etal_2016_Chmy,XARK6NRE,T,D,150.3792,-22.3498,1,"Shoalwater Bay, Australia",Argos,7,,,2012,JUN; JUL,(UNK),,FEE,,,,
CHMY,Green,XARK6NRE_Shimada_etal_2016_Chmy,XARK6NRE,T,E,142.166,-10.416,1,"Torres Strait, Australia",Argos,5,,,2009; 2010,JUL; AUG; SEP; OCT,(UNK),,FEE,,,,
CHMY,Green,ZRF85WW9_Turkecan_and_Yerli_2011_Chmy,ZRF85WW9,T,A,35.22,36.56,1,"Akyatan Beach, Province Adana, Turkey",SATELLITE TAG (ARGOS),3,2,,2007; 2008,JUL,JUL,,NES,,,,
CHMY,Green,ZRF85WW9_Turkecan_and_Yerli_2011_Chmy,ZRF85WW9,T,B,15.7,32.14,5,"Gulf of Sidra, Libya",SATELLITE TAG (ARGOS),2,1,,2007; 2008,OCT,JAN,,FEE,,,,
CHMY,Green,ZRF85WW9_Turkecan_and_Yerli_2011_Chmy,ZRF85WW9,T,C,31.7,36.62,5,"coastal areas between Manavgat-Alanya, Turkey",SATELLITE TAG (ARGOS),2,1,,2008; 2009,JUL,JUL,,FEE,,,,
DECO,Leatherback,245U5S2B_Shillinger_etal_2008_Deco,245U5S2B,T,A,-85.8383,10.3167,1,"Playa Grande, Costa Rica",Argos,47,2,,2004; 2005; 2007,JAN; FEB,JAN; FEB,,NES,,,,
DECO,Leatherback,245U5S2B_Shillinger_etal_2008_Deco,245U5S2B,T,B,-81.313,7.4914,5,Coastal waters off Costa Rica & Panama,Argos,2,1,,2005; 2006,JAN,AUG,,OBS,,,,
DECO,Leatherback,245U5S2B_Shillinger_etal_2008_Deco,245U5S2B,T,C,-90.9896,4.175,10,Equatorial Pacific from 10 - -5,Argos,46,2,,2004; 2005; 2006; 2007,JAN; FEB,(UNK),,MIG,,,,
DECO,Leatherback,245U5S2B_Shillinger_etal_2008_Deco,245U5S2B,T,D,-98.7429,-15.8612,10,"South Pacific Gyre, below -5",Argos,46,1,,2004; 2005; 2006; 2007,(UNK),JAN; FEB; MAR; APR; MAY; JUN; JUL; SEP; DEC,,FEE,,,,
DECO,Leatherback,2GRKDWDX_Gaspar_etal_2006_Deco,2GRKDWDX,T,A,-53.0472,5.4611,1,French Guyana,Argos,2,1,,2000,JUN,JUN,,OBS,,,,
DECO,Leatherback,2GRKDWDX_Gaspar_etal_2006_Deco,2GRKDWDX,T,B,-46.6582,41.5001,1,"About 40 N, N of French Guyana",Argos,2,2,,2000,SEP,SEP,,FEE,,,,
DECO,Leatherback,2GRKDWDX_Gaspar_etal_2006_Deco,2GRKDWDX,T,C,-44.8603,42.5136,1,NE of point B,Argos,2,2,,2000,OCT,OCT,,FEE,,,,
DECO,Leatherback,2GRKDWDX_Gaspar_etal_2006_Deco,2GRKDWDX,T,D,-27.6337,43.2532,1,"About 45 N, 25 W",Argos,2,2,,2000,DEC,DEC,,OBS,,,,
DECO,Leatherback,2GRKDWDX_Gaspar_etal_2006_Deco,2GRKDWDX,T,E,-32.6435,35.81006,1,"About 35.5 N, 33 W",Argos,2,2,,2001,JAN,JAN,,FEE,,,,
DECO,Leatherback,2GRKDWDX_Gaspar_etal_2006_Deco,2GRKDWDX,T,F,-29.4355,35.5155,1,"About 35 N, 29 W",Argos,2,2,,2001,FEB,FEB,,FEE,,,,
DECO,Leatherback,2GRKDWDX_Gaspar_etal_2006_Deco,2GRKDWDX,T,G,-38.9716,34.1084,1,"About 34 N, 39W",Argos,2,1,,2001,APR,APR,,OBS,,,,
DECO,Leatherback,2HGHJ9XD_James_etal_2005_Deco,2HGHJ9XD,MR,A,-61.5315,45.1486,5,"Cape Breton Island, Canada (47, -60); Nova Scotia, Canada (44, -64)",Argos; Flipper; PIT,26,1,,2001; 2002; 2003,(UNK),(UNK),,FEE,,,,
DECO,Leatherback,2HGHJ9XD_James_etal_2005_Deco,2HGHJ9XD,T,A,-61.5315,45.1486,5,"Cape Breton Island, Canada (47, -60); Nova Scotia, Canada (44, -64)",Argos; Flipper; PIT,26,1,,2001; 2002; 2003,(UNK),(UNK),,FEE,,,,
DECO,Leatherback,2HGHJ9XD_James_etal_2005_Deco,2HGHJ9XD,T,B,-62.4082,42.291,5,Northern shelf and slope waters above 38N,Argos,16,2,,2001; 2002; 2003,JUL; AUG; (UNK),OCT; NOV; (UNK),,FEE,,,,
DECO,Leatherback,2HGHJ9XD_James_etal_2005_Deco,2HGHJ9XD,T,C,-55.333,31.0877,5,Southern movement from Canadian waters to about 20N,Argos,16,2,,2001; 2002; 2003,OCT; NOV; (UNK),JAN; FEB; (UNK),,MIG,,,,
DECO,Leatherback,2HGHJ9XD_James_etal_2005_Deco,2HGHJ9XD,T,D,-60.6943,28.0981,5,Northward movement to about 30-40N,Argos,9,2,,2001; 2002; 2003; 2004,JAN; FEB; (UNK),MAR; APR; (UNK),,MIG,,,,
DECO,Leatherback,2HGHJ9XD_James_etal_2005_Deco,2HGHJ9XD,T,E,-65.2646,39.2551,5,Movement towards US NE and Canadian shelf waters,Argos,9,2,,2001; 2002; 2003; 2004,MAR; APR; (UNK),JUN; JUL; (UNK),,FEE,,,,
DECO,Leatherback,2HGHJ9XD_James_etal_2005_Deco,2HGHJ9XD,T,F,-67.6377,42.4858,5,Continental shelf waters off Canada,Argos,9,1,,2001; 2002; 2003; 2004,JUN; JUL; (UNK),SEP; (UNK),,FEE,,,,
DECO,Leatherback,2JTW2REI_James_etal_2006_Deco,2JTW2REI,T,A,-63.8521,44.4204,1,"Halifax, Nova Scotia, Canada",Argos,2,1,,2005,JUL,JUL,,FEE,,,,
DECO,Leatherback,2JTW2REI_James_etal_2006_Deco,2JTW2REI,T,B,-60.0068,46.8248,1,"Nova Scotia, Canada",Argos,5,1,,2000; 2003; 2004,(UNK),(UNK),,FEE,,,,
DECO,Leatherback,2JTW2REI_James_etal_2006_Deco,2JTW2REI,T,C,-63.4565,47.4005,1,Gulf of St. Lawrence,Argos,6,3,,2000; 2003; 2004; 2005,AUG; (UNK),SEP; (UNK),,FEE,,,,
DECO,Leatherback,2JTW2REI_James_etal_2006_Deco,2JTW2REI,T,D,-59.1938,43.527,1,Open waters of the North Atlantic,Argos,2,1,,2005,SEP,OCT,,FEE,,,,
DECO,Leatherback,37KCS6J4_Richardson_etal_2013_Deco,37KCS6J4,T,A,-64.591,18.446,1,"Josiah's Bay, BVI (18.446, -64.591)",Argos,3,3,,2003,MAY,MAY,,NES,,,,
DECO,Leatherback,37KCS6J4_Richardson_etal_2013_Deco,37KCS6J4,T,B,-62.98,18.264,1,"Captain's Bay, Anguilla (18.264, -62.980)",Argos,2,3,,2005,MAY,MAY,,NES,,,,
DECO,Leatherback,37KCS6J4_Richardson_etal_2013_Deco,37KCS6J4,T,C,-64.454,19.1933,1,85 km N of Tortola,Argos,2,2,,2003,MAY,MAY,,OBS,,,,
DECO,Leatherback,37KCS6J4_Richardson_etal_2013_Deco,37KCS6J4,T,D,-65.4338,18.4915,1,16 km off NE tip of Puerto Rico,Argos,2,2,,2003,MAY,MAY,,OBS,,,,
DECO,Leatherback,37KCS6J4_Richardson_etal_2013_Deco,37KCS6J4,T,E,-65.6515,19.5768,1,NW to waters N of Puerto Rico,Argos,2,2,,2003,MAY,MAY,,OBS,,,,
DECO,Leatherback,37KCS6J4_Richardson_etal_2013_Deco,37KCS6J4,T,F,-65.689,18.366,1,"Paulinas Beach, Puerto Rico (18.366, -65.689)",Argos,2,2,,2003,MAY,MAY,,NES,,,,
DECO,Leatherback,37KCS6J4_Richardson_etal_2013_Deco,37KCS6J4,T,G,-65.689,19.0273,1,N of Puerto Rico,Argos,2,1,,2003,MAY,MAY,,OBS,,,,
DECO,Leatherback,37KCS6J4_Richardson_etal_2013_Deco,37KCS6J4,T,H,-62.7336,19.0448,1,Anguilla northern inshore waters,Argos,2,2,,2005,MAY,MAY,,OBS,,,,
DECO,Leatherback,37KCS6J4_Richardson_etal_2013_Deco,37KCS6J4,T,I,-52.0329,47.1885,1,"Eastern Shoals off Newfoundland, Canada",Argos,2,2,,2005,AUG,OCT,,OBS,,,,
DECO,Leatherback,37KCS6J4_Richardson_etal_2013_Deco,37KCS6J4,T,J,-46.959,17.478,1,"1700 km E of Anguilla (17.478, -46.959)",Argos,2,1,,2005,DEC,DEC,,OBS,,,,
DECO,Leatherback,37KCS6J4_Richardson_etal_2013_Deco,37KCS6J4,MR,K,-64.895,17.714,1,US Virgin Islands,Flipper,,,3,,(UNK),(UNK),,NES,,,,
DECO,Leatherback,37KCS6J4_Richardson_etal_2013_Deco,37KCS6J4,MR,L,-65.616,18.2763,1,Puerto Rico,Flipper,,,3,,(UNK),(UNK),,NES,,,,
DECO,Leatherback,37KCS6J4_Richardson_etal_2013_Deco,37KCS6J4,MR,M,-64.7441,18.3796,1,British Virgin Islands,Flipper,,,3,,(UNK),(UNK),,NES,,,,
DECO,Leatherback,37KCS6J4_Richardson_etal_2013_Deco,37KCS6J4,MR,N,-63.1321,18.2034,1,Anguilla,Flipper,,,5,,(UNK),(UNK),,NES,,,,
DECO,Leatherback,37KCS6J4_Richardson_etal_2013_Deco,37KCS6J4,MR,O,-62.7326,17.3746,1,St. Kitts and Nevis,Flipper,,,1,,(UNK),(UNK),,NES,,,,
DECO,Leatherback,37KCS6J4_Richardson_etal_2013_Deco,37KCS6J4,MR,P,-59.9126,46.5848,5,Canada,Flipper,,,2,,(UNK),(UNK),,OBS,,,,
DECO,Leatherback,37KCS6J4_Richardson_etal_2013_Deco,37KCS6J4,MR,Q,-63.073,18.0158,1,St. Maarten,Flipper,,,1,,(UNK),(UNK),,NES,,,,
DECO,Leatherback,37KCS6J4_Richardson_etal_2013_Deco,37KCS6J4,MR,R,-61.8031,17.3854,1,Antigua and Barbuda,Flipper,,,2,,(UNK),(UNK),,NES,,,,
DECO,Leatherback,3RIMNADA_Sale_etal_2006_Deco,3RIMNADA,T,A,32.8667,-27.0333,1,"Maputaland Marine Reserve, Northern KwaZulu-Natal, South Africa",SATELLITE TAG (ARGOS),5,1,,1999; 2002; 2003,JAN,JAN,,NES,,,,
DECO,Leatherback,3RIMNADA_Sale_etal_2006_Deco,3RIMNADA,T,B,30.177,-34.103,5,Agulhas Current,SATELLITE TAG (ARGOS),5,2,,1999; 2002; 2003,JAN; FEB,JAN; MAR; SEP; (UNK),,FEE,,,,
DECO,Leatherback,3RIMNADA_Sale_etal_2006_Deco,3RIMNADA,T,C,13.5867,-29.375,5,Benguela Current area of the S Atlantic Ocean,SATELLITE TAG (ARGOS),3,1,,1999; 2003,MAR; (UNK),JUL; SEP,,FEE,,,,
DECO,Leatherback,57SXXXNA_Hughes_etal_1998_Deco,57SXXXNA,T,A,32.8667,-27.0333,1,"Maputaland Marine Reserve, South Africa (-27.033333, 32.866667)",Argos,2,3,,1996,JAN,JAN,,NES,,,,
DECO,Leatherback,57SXXXNA_Hughes_etal_1998_Deco,57SXXXNA,T,B,32.93,-27.0292,1,Coastal waters south of nesting beach,Argos,2,2,,1996,JAN,JAN,,OBS,,,,
DECO,Leatherback,57SXXXNA_Hughes_etal_1998_Deco,57SXXXNA,T,C,33.2341,-28.4802,1,South from nesting beach,Argos,2,2,,1996,JAN,FEB,,OBS,,,,
DECO,Leatherback,57SXXXNA_Hughes_etal_1998_Deco,57SXXXNA,T,D,32.1976,-31.5464,1,Tight loop in eddy of Algulhas Current,Argos,2,2,,1996,FEB,FEB,,FEE,,,,
DECO,Leatherback,57SXXXNA_Hughes_etal_1998_Deco,57SXXXNA,T,E,26.0418,-34.8885,1,southern coast of South Africa,Argos,2,2,,1996,FEB,FEB,,OBS,,,,
DECO,Leatherback,57SXXXNA_Hughes_etal_1998_Deco,57SXXXNA,T,F,21,-37.5,5,"Region from 35-40 S, 17-25 E",Argos,2,2,,1996,FEB,APR,,FEE,,,,
DECO,Leatherback,57SXXXNA_Hughes_etal_1998_Deco,57SXXXNA,T,G,35.5056,-42.7571,1,SE to Southern Ocean,Argos,2,1,,1996,APR,MAY,,OBS,,,,
DECO,Leatherback,5NI6PEPZ_Shillinger_etal_2011_Deco,5NI6PEPZ,T,A,-85.8383,10.3167,1,"Playa Grande, Costa Rica",Argos,47,2,,2004; 2005; 2007,(UNK),(UNK),,NES,,,,
DECO,Leatherback,5NI6PEPZ_Shillinger_etal_2011_Deco,5NI6PEPZ,T,B,-97.728,-8.27,10,Above 8.27 S,Argos,46,2,,2004; 2005; 2007,(UNK),(UNK),,MIG,,,,
DECO,Leatherback,5NI6PEPZ_Shillinger_etal_2011_Deco,5NI6PEPZ,T,C,-135.648,-12.437,10,"Below 8.27 S, into South Pacific Gyre",Argos,32,1,,2004; 2005; 2007,(UNK),(UNK),,FEE,,,,
DECO,Leatherback,5NI6PEPZ_Shillinger_etal_2011_Deco,5NI6PEPZ,T,D,-81.0381,6.9021,5,Coastal waters of Costa Rica and Panama,Argos,2,1,,2005,(UNK),(UNK),,FEE,,,,
DECO,Leatherback,5VFRNK3D_Namboothri_etal_2012_Deco,5VFRNK3D,T,A,92.3699,10.6857,1,"West Bay, Little Andaman Island, India",Argos,8,5,,2011; 2012,JAN; DEC,JAN; DEC,,NES,,,,
DECO,Leatherback,5VFRNK3D_Namboothri_etal_2012_Deco,5VFRNK3D,T,B,123.4654,-9.5083,5,Waters south of Indonesia,Argos,2,1,,2011,JUL,JUL,,MIG,,,,
DECO,Leatherback,5VFRNK3D_Namboothri_etal_2012_Deco,5VFRNK3D,T,C,98.1759,-1.4837,5,Waters west of West Sumatra & its islands,Argos,2,1,,2012,MAR,MAR,,MIG,,,,
DECO,Leatherback,5VFRNK3D_Namboothri_etal_2012_Deco,5VFRNK3D,T,D,98.9028,-14.2958,5,Southern Indian Ocean,Argos,3,1,,2011; 2012,APR,APR,,MIG,,,,
DECO,Leatherback,5VFRNK3D_Namboothri_etal_2012_Deco,5VFRNK3D,T,E,86.2175,4.9247,1,Waters east of Sri Lanka,Argos,2,1,,2011,MAR,MAR,,MIG,,,,
DECO,Leatherback,5VFRNK3D_Namboothri_etal_2012_Deco,5VFRNK3D,T,F,70.4791,-11.7657,1,Southwest Indian Ocean,Argos,2,1,,2012,JUL,JUL,,MIG,,,,
DECO,Leatherback,5WGUS95F_James_etal_2005_Deco,5WGUS95F,MR,A,-62.203,44.758,5,"Waters off Nova Scotia (44, -64); Waters off Cape Breton Island (47, -60)",Argos; Flipper; PIT,39,1,,1999; 2000; 2001; 2002; 2003,(UNK),(UNK),,FEE,,,,
DECO,Leatherback,5WGUS95F_James_etal_2005_Deco,5WGUS95F,T,A,-62.203,44.758,5,"Waters off Nova Scotia (44, -64); Waters off Cape Breton Island (47, -60)",Argos; Flipper; PIT,39,1,,1999; 2000; 2001; 2002; 2003,(UNK),(UNK),,FEE,,,,
DECO,Leatherback,5WGUS95F_James_etal_2005_Deco,5WGUS95F,T,B,-71.01,21.99,10,Waters adjacent to nesting beaches on NE coast of South America and Antilles (n=10); Waters off Panama and Costa Rica (n=1); Pelagic waters between 5 and 23 N (n=12); SE US shelf waters (n=2),Argos,26,2,,,(UNK),(UNK),,MIG,"large area to cover, even with a 10° radius","suggestion, SPLIT INTO TWO LOCATIONS: Waters adjacent to nesting beaches on NE coast of South America and Antilles (n=10); Waters off Panama and Costa Rica (n=1) (16.26, -73.05 with a 10° radius), and Pelagic waters between 5 and 23 N (n=12); SE US shelf waters (n=2) (22.8, -65.58)",,
DECO,Leatherback,5WGUS95F_James_etal_2005_Deco,5WGUS95F,T,C,-61.23,30.96,10,Northward migration,Argos,20,2,,,FEB; MAR; (UNK),FEB; MAR; (UNK),,MIG,,,,
DECO,Leatherback,5WGUS95F_James_etal_2005_Deco,5WGUS95F,T,D,-65.84,40.65,5,"NW Atlantic, north of 38 N",Argos,13,2,,,MAR; APR; MAY; JUN; JUL; AUG; (UNK),(UNK),,FEE,,,,
DECO,Leatherback,5WGUS95F_James_etal_2005_Deco,5WGUS95F,T,E,-63.25,33.41,10,Southward migration,Argos,5,1,,,(UNK),(UNK),,MIG,,,,
DECO,Leatherback,5Z7J7VGE_Jonsen_etal_2006_Deco,5Z7J7VGE,MR,A,-61.7,45.9,5,"Nova Scotia, Canada",Argos; Flipper; PIT,15,2,,,(UNK),(UNK),,FEE,,,,
DECO,Leatherback,5Z7J7VGE_Jonsen_etal_2006_Deco,5Z7J7VGE,T,A,-61.7,45.9,5,"Nova Scotia, Canada",Argos; Flipper; PIT,15,2,,,(UNK),(UNK),,FEE,,,,
DECO,Leatherback,5Z7J7VGE_Jonsen_etal_2006_Deco,5Z7J7VGE,T,B,-54.74,30.41,10,"Above 21 N, below about 40 N",Argos,15,2,,,(UNK),(UNK),,MIG,,,,
DECO,Leatherback,5Z7J7VGE_Jonsen_etal_2006_Deco,5Z7J7VGE,T,C,-59.9,16.4,5,Caribbean nesting region,Argos,15,2,,,(UNK),(UNK),,BRE; FEE,,,,
DECO,Leatherback,5Z7J7VGE_Jonsen_etal_2006_Deco,5Z7J7VGE,T,D,-62.2,30.41,10,Between about 20-40 N,Argos,8,2,,,(UNK),(UNK),,MIG,,,,
DECO,Leatherback,7IZJFVXE_Willis-Norton_etal_2015_Deco,7IZJFVXE,T,A,-85.8383,10.3167,1,"Playa Grande, Costa Rica",Argos,47,1,,2004; 2005; 2006; 2007,(UNK),(UNK),,NES,,,,
DECO,Leatherback,7IZJFVXE_Willis-Norton_etal_2015_Deco,7IZJFVXE,T,B,-97.728,-8.27,10,North of 8 degrees S,Argos,47,2,,2004; 2005; 2006; 2007,(UNK),(UNK),,MIG,,,,
DECO,Leatherback,7IZJFVXE_Willis-Norton_etal_2015_Deco,7IZJFVXE,T,C,-135.648,-12.437,10,"South Pacific Gyre, south of 8 degrees S",Argos,47,1,,2004; 2005; 2006; 2007,(UNK),(UNK),,FEE,,,,
DECO,Leatherback,87B745NR_James_etal_2005_Deco,87B745NR,MR,A,-61.4116,45.147,5,"Cape Breton Island, Canada (47 N, 60 W); Nova Scotia, Canada (44 N, 64 W)",Argos; Flipper; PIT,12,6,,1999; 2000; 2001; 2002; 2003,JUL; AUG; SEP; (UNK),AUG; SEP; OCT; NOV; (UNK),,FEE,,,,
DECO,Leatherback,87B745NR_James_etal_2005_Deco,87B745NR,T,A,-61.4116,45.147,5,"Cape Breton Island, Canada (47 N, 60 W); Nova Scotia, Canada (44 N, 64 W)",Argos; Flipper; PIT,12,6,,1999; 2000; 2001; 2002; 2003,JUL; AUG; SEP; (UNK),AUG; SEP; OCT; NOV; (UNK),,FEE,,,,
DECO,Leatherback,87B745NR_James_etal_2005_Deco,87B745NR,T,B,-47.085,14.7269,5,Pelagic waters off coast of South America,Argos,3,2,,2000; 2003,(UNK),(UNK),,OBS,,,,
DECO,Leatherback,87B745NR_James_etal_2005_Deco,87B745NR,T,C,-55.9623,9.0097,5,Pelagic waters near Caribbean Islands,Argos,3,1,,2000; 2003,(UNK),(UNK),,OBS,,,,
DECO,Leatherback,87B745NR_James_etal_2005_Deco,87B745NR,T,D,-61.1411,12.973,1,Waters adjacent to Antilles nesting beaches,Argos,5,1,2,2000; 2001; 2002,JAN; FEB; MAR; (UNK),FEB; MAR; APR; (UNK),,BRE,,,,
DECO,Leatherback,87B745NR_James_etal_2005_Deco,87B745NR,T,E,-60.9413,10.7225,1,Waters adjacent to Trinidad nesting beaches,Argos,2,3,,2003; 2004,FEB,MAR; APR,,BRE,,,,
DECO,Leatherback,87B745NR_James_etal_2005_Deco,87B745NR,T,F,-82.3695,9.5092,1,Waters adjacent to Panama nesting beaches,Argos,2,1,,2003,JAN,MAY,,BRE,,,,
DECO,Leatherback,87B745NR_James_etal_2005_Deco,87B745NR,T,G,-70.6,40.8,1,"Mid-Atlantic Bight (40.8 N, 70.6 W)",Argos,2,,2,2002,OCT,DEC,,FEE,,,,
DECO,Leatherback,8WCFFF2I_Hays_etal_2004_Deco,8WCFFF2I,T,A,-61.6,12.2,1,"Levera beach, Grenada (12.2, -61.6)",Argos,4,2,,2002,JUL,JUL,,NES,,,,
DECO,Leatherback,8WCFFF2I_Hays_etal_2004_Deco,8WCFFF2I,T,B,-61.3411,13.2627,1,St. Vincent,Argos,2,1,,2002,JUL,JUL,,OBS,,,,
